Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,Exchange
LOGI,"Logitech International SA, Apples",Common Stock,102.91,$14.61B,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",NASDAQ
GIB,CGI Inc,Common Stock,66.64,$14.43B,Information Technology,IT Services,IT Consulting & Other Services,NYSE
PTC,PTC Inc,Common Stock,120.77,$14.42B,Information Technology,Software,Application Software,NASDAQ
IREN,IREN Limited,Common Stock,41.29,$14.37B,Information Technology,Software,Application Software,NASDAQ
CHKP,Check Point Software Technologies Ltd,Common Stock,130.46,$14.12B,Information Technology,Software,Systems Software,NASDAQ
DOCN,DigitalOcean Holdings Inc,Common Stock,136.45,$13.92B,Information Technology,IT Services,Internet Services & Infrastructure,NYSE
ONTO,Onto Innovation Inc,Common Stock,299.05,$13.86B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,NYSE
TTMI,TTM Technologies Inc,Common Stock,146.85,$13.83B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,NASDAQ
NVMI,Nova Ltd,Common Stock,453.1,$13.78B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,NASDAQ
TYL,Tyler Technologies Inc,Common Stock,299.74,$13.41B,Information Technology,Software,Application Software,NYSE
U,Unity Software Inc,Common Stock,29.87,$13.01B,Information Technology,Software,Application Software,NYSE
DT,Dynatrace Inc,Common Stock,42.85,$12.98B,Information Technology,Software,Application Software,NYSE
IONQ,IonQ Inc,Common Stock,35.51,$12.78B,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",NYSE
FIG,Figma Inc,Common Stock,21.93,$12.69B,Information Technology,Software,Application Software,NYSE
ZBRA,Zebra Technologies Corp,Common Stock,262.4,$12.61B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,NASDAQ
GDDY,GoDaddy Inc,Common Stock,92.32,$12.56B,Information Technology,IT Services,Internet Services & Infrastructure,NYSE
GWRE,Guidewire Software Inc,Common Stock,142.53,$12.42B,Information Technology,Software,Application Software,NYSE
HUT,Hut 8 Corp,Common Stock,108.98,$12.42B,Information Technology,Software,Application Software,NASDAQ
TRMB,Trimble Inc,Common Stock,51.85,$12.40B,Information Technology,Software,Application Software,NASDAQ
AUR,Aurora Innovation Inc,Common Stock,6.31,$11.94B,Information Technology,Software,Application Software,NASDAQ
HUBS,HubSpot Inc,Common Stock,218.56,$11.84B,Information Technology,Software,Application Software,NYSE
SMTC,Semtech Corp,Common Stock,137.84,$11.73B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
FROG,JFrog Ltd,Common Stock,86.56,$10.95B,Information Technology,Software,Systems Software,NASDAQ
RMBS,Rambus Inc,Common Stock,105.79,$10.91B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
SANM,Sanmina Corp,Common Stock,219.41,$10.82B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,NASDAQ
AEIS,Advanced Energy Industries Inc,Common Stock,303.71,$10.67B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,NASDAQ
ARW,Arrow Electronics Inc,Common Stock,216.23,$10.51B,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors,NYSE
CGNX,Cognex Corporation,Common Stock,62.94,$10.50B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,NASDAQ
LFUS,Littelfuse Inc,Common Stock,414.53,$10.16B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components,NASDAQ
BMNR,Bitmine Immersion Technologies Inc,Common Stock,17.23,$10.03B,Information Technology,Software,Application Software,NYSE
DOCU,DocuSign Inc.,Common Stock,50.74,$9.99B,Information Technology,Software,Application Software,NASDAQ
BSY,Bentley System Inc,Common Stock,31.26,$9.83B,Information Technology,Software,Application Software,NASDAQ
MANH,Manhattan Associates Inc,Common Stock,159.12,$9.79B,Information Technology,Software,Application Software,NASDAQ
VIAV,Viavi Solutions Inc,Common Stock,43.02,$9.73B,Information Technology,Communications Equipment,Communications Equipment,NASDAQ
