Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,Exchange
CPRT,Copart Inc,Common Stock,27.17,$25.45B,Industrials,Commercial Services & Supplies,Diversified Support Services,NASDAQ
CRS,Carpenter Technology Corp,Common Stock,588.99,$27.58B,Industrials,Aerospace & Defense,Aerospace & Defense,NYSE
CSL,Carlisle Cos Inc,Common Stock,322.61,$13.24B,Industrials,Building Products,Building Products,NYSE
CSX,CSX Corp,Common Stock,49.89,$93.11B,Industrials,Ground Transportation,Rail Transportation,NASDAQ
CTAS,Cintas Corp,Common Stock,200.41,$80.75B,Industrials,Commercial Services & Supplies,Diversified Support Services,NASDAQ
CW,Curtiss-Wright Corp,Common Stock,722.09,$26.19B,Industrials,Aerospace & Defense,Aerospace & Defense,NYSE
CWST,Casella Waste Systems Inc,Common Stock,90.54,$5.95B,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,NASDAQ
DCI,Donaldson Co Inc.,Common Stock,90.18,$10.39B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NYSE
DE,DEERE & COMPANY,Common Stock,586.88,$158.18B,Industrials,Machinery,Agricultural & Farm Machinery,NYSE
DOV,Dover Corp,Common Stock,211.42,$28.23B,Industrials,Machinery,Industrial Machinery & Supplies & Components,NYSE
DY,Dycom Industries Inc.,Common Stock,423.23,$12.32B,Industrials,Construction & Engineering,Construction & Engineering,NYSE
EFX,Equifax Inc.,Common Stock,173,$21.44B,Industrials,Professional Services,Research & Consulting Services,NYSE
EME,EMCOR Group Inc.,Common Stock,760.27,$33.06B,Industrials,Construction & Engineering,Construction & Engineering,NYSE
EMR,Emerson Electric Co.,Common Stock,139.26,$76.50B,Industrials,Electrical Equipment,Electrical Components & Equipment,NYSE
ENS,EnerSys,Common Stock,201.31,$7.01B,Industrials,Electrical Equipment,Electrical Components & Equipment,NYSE
